Species	NH13	NH16	NH17	NH23	NH25	NH30	NH34	NH36	NH46	NH5	NH50	NH53	NH61	NH65	NH69	NH71	NH73	NH75	NH76	NH77	RH1	RH10	RH11	RH12	RH13	RH14	RH15	RH16	RH17	RH18	RH19	RH2	RH20	RH21	RH22	RH23	RH24	RH25	RH26	RH27	RH28	RH29	RH3	RH30	RH31	RH32	RH33	RH34	RH35	RH36	RH37	RH39	RH4	RH40	RH41	RH42	RH43	RH44	RH45	RH46	RH47	RH48	RH49	RH5	RH50	RH51	RH52	RH53	RH54	RH55	RH56	RH57	RH58	RH6	RH63	RH64	RH7	RH8	RH9	T1	T10	T101AF	T102AF	T103AF	T104AF	T11	T12	T13	T13AF	T14	T15	T15AF	T16	T17	T18	T19	T2	T20	T21	T22	T23	T24	T24AF	T25	T26	T26AF	T27	T27AF	T28	T29	T29AF	T3	T30	T31	T32	T33	T34	T34AF	T35	T36	T37	T37AF	T38	T38AF	T39	T3AF	T4	T40	T40AF	T41	T42	T42AF	T43AF	T43be	T44be	T45AF	T45be	T46be	T47be	T48be	T49AF	T49be	T4AF	T5	T50AF	T50be	T51be	T53be	T54be	T55be	T56AF	T56be	T57AF	T57be	T58AF	T58be	T59AF	T59be	T6	T60be	T61AF	T61be	T62be	T63be	T64be	T65AF	T65be	T66be	T67be	T68be	T69AF	T69be	T7	T70be	T71AF	T71be	T72be	T73be	T74AF	T75AF	T77AF	T77be	T78AF	T79AF	T8	T80be	T81be	T82be	T83be	T85be	T86be	T87be	T88be	T89be	T9	T90be	T91be	T92be	T93be	T94be	T95be	T96be	T97be	T98be	T99be
Streptococcus_hyovaginalis	14.009	NA	12.712	2.574	4.17	5.429	3.195	5.846	12.557	8.224	6.766	4.451	4.567	8.588	4.29	4.462	5.556	18.326	2.795	5.841	3.861	2.714	2.622	12.143	3.506	6.164	5.002	5.118	6.226	3.522	19.025	8.334	7.281	1.909	5.466	4.324	5.783	2.601	5.964	23.652	11.769	3.327	11.428	3.952	2.584	7.43	3.188	7.917	7.109	3.541	8.339	28.378	4.777	2.265	3.57	4.135	22.727	11.571	2.48	5.55	12.576	2.88	2.514	2.706	6.414	9.649	4.49	3.907	2.307	3.359	2.192	6.07	8.989	6.998	3.404	8.541	13.044	5.953	7.918	2.37	5.832	5.155	9.816	5.899	6.953	3.841	4.14	3.736	10.792	4.684	6.044	9.552	7.121	8.149	5.579	6.615	5.375	7.218	7.331	7.211	6.444	3.436	6.507	7.36	5.698	5.101	5.409	9.622	4.94	3.997	7.098	3.261	4.486	7.231	5.544	5.022	37.966	9.784	5.5	7.173	3.55	7.608	4.202	6.063	2.589	12.001	3.045	6.415	5.4	5.965	6.358	17.832	6.655	5.843	4.501	4.871	8.442	5.341	5.361	7.82	19.11	4.88	4.456	4.868	6.941	4.55	5.509	7.064	5.475	6.107	11.786	6.908	7.801	7.422	12.081	7.08	6.124	6.163	3.841	7.083	8.661	4.889	15.805	5.576	13.267	3.696	4.77	7.012	8.656	7.972	5.227	5.782	3.785	9.112	6.353	7.865	6.783	9.384	5.371	1.701	4.706	5.78	3.376	5.869	2.861	8.313	22.557	6.934	5.784	8.066	5.398	5.9	4.244	5.923	3.788	7.871	8.287	6.516	9.721	4.876	7.163	4.926	4.356	6.16	5.535
Streptococcus_infantarius	79.957	23.023	77.756	14.676	27.048	43.411	25.662	34.445	86.227	32.625	29.668	34.719	40.63	22.226	21.962	31.523	21.47	119.633	20.8	20.565	20.408	25.495	21.8	73.499	21.305	45.732	28.733	31.031	28.743	19.093	NA	48.103	30.456	12.64	30.681	26.682	28.42	25.338	45.291	52.743	58.549	28.964	94.43	34.641	27.993	48.655	24.872	57.894	48.587	15.907	21.962	53.199	26.16	15.873	25.476	20.484	25.356	25.43	16.202	31.862	23.888	29.125	12.288	20.356	61.805	67.497	31.179	35.468	16.419	21.679	20.087	22.213	29.904	34.523	22.787	42.967	39.874	32.214	54.981	23.537	34.271	24.113	60.005	45.424	42.857	25.498	26.901	36.398	46.334	28.565	41.841	53.379	41.993	52.819	35.878	36.777	36.569	35.93	31.769	49.583	33.712	34.778	42.666	43.126	34.159	38.448	37.782	50.084	30.639	28.43	34.845	23.326	36.947	36.973	44.552	34.165	268.977	90.39	40.083	31.799	22.887	39.114	32.673	35.652	25.092	85.803	30.745	35.971	40.576	24.624	36.711	43.026	34.511	27.84	28.447	27.75	53.285	29.163	29.654	33.193	216.448	28.707	33.954	30.141	41.408	24.779	44.128	46.577	43.737	38.87	58.66	56.706	41.11	34.888	82.662	39.218	38.944	36.414	27.589	32.399	43.2	36.309	67.864	39.431	84.006	28.098	40.621	37.501	47.435	46.054	33.737	34.667	28.39	48.525	30.797	41.782	39.055	45.832	27.241	21.094	27.846	35.782	29.184	39.766	25.684	55.584	83.187	45.719	46.788	51.42	36.783	38.696	30.737	40.581	21.463	38.42	64.154	46.103	41.863	29.043	40.658	32.243	NA	42.562	41.878
Streptococcus_macedonicus	56.553	16.446	54.694	9.879	18.904	30.659	17.548	24.167	60.733	21.914	19.936	24.32	28.403	14.823	15.342	21.784	14.984	83.532	15.004	13.619	14.347	17.807	14.662	49.938	14.412	32.739	20.118	20.667	19.161	13.237	187.125	30.872	20.828	8.766	20.697	18.439	18.737	16.877	30.602	35.498	39.968	20.134	119.828	23.716	20.08	33.638	17.421	38.849	32.472	11.117	13.918	31.524	18.068	10.499	17.026	12.93	16.183	12.696	10.438	21.519	11.694	22.17	7.605	14.162	42.766	46.605	21.118	25.157	11.098	13.406	13.449	12.58	18.261	23.377	15.963	29.728	26.145	21.005	37.24	16.538	23.665	16.709	44.976	31.318	29.42	17.407	18.181	25.038	31.072	19.741	28.429	36.043	28.346	36.059	24.713	25.105	25.453	24.942	21.453	33.394	22.953	24.037	29.68	29.36	23.368	27.042	25.843	34.46	20.729	19.468	22.937	15.869	24.995	24.839	30.416	24.347	191.991	63.522	26.542	21.719	15.59	26.577	22.707	23.985	17.376	58.759	21.286	24.5	27.85	17.185	24.273	27.76	23.904	18.951	19.46	19	31.574	19.75	19.341	23.106	154.389	19.858	23.512	21.173	29.06	17.149	30.116	31.72	29.369	26.172	40.466	31.515	27.915	23.781	58.537	26.758	27.195	24.733	19.033	22.3	29.61	25.094	46.254	27.253	56.07	19.155	28.12	26.086	32.56	31.557	23.401	23.074	20.046	32.641	21.093	31.597	26.114	30.458	18.561	14.705	19.681	24.08	20.247	26.731	17.916	38.421	49.537	30.355	31.526	35.261	25.76	26.183	20.194	27.948	14.548	25.51	83.183	31.636	29.141	20.071	27.224	21.636	28.434	29.503	28.048
Streptococcus_mitis	40.309	9.619	46.829	5.709	13.637	18.625	10.124	15.534	44.579	13.109	12.039	14.987	18.539	8.776	9.324	13.144	9.577	56.197	9.726	8.361	9.11	10.618	9.136	31.7	8.611	20.46	12.024	11.909	11.826	8.025	41.532	18.86	13.135	5.824	12.828	11.078	11.781	9.956	19.408	21.209	26.83	12.364	29.674	14.625	12.464	20.634	10.09	24.402	21.627	7.293	8.352	28.539	11.037	6.212	9.949	7.915	17.171	10.347	6.75	12.733	5.142	11.028	5.918	8.365	25.6	31.622	12.759	14.554	6.202	9.812	8.567	8.877	13.098	14.067	11.292	17.939	16.657	12.851	22.428	10.035	14.597	10.358	26.756	17.946	17.128	11.335	11.152	14.406	19.751	12.452	16.835	22.479	17.136	23.003	16.052	14.558	16.539	15.989	12.666	21.217	13.243	15.347	17.767	18.092	14.776	16.327	15.704	20.444	12.931	12.303	14.619	10.191	17.395	16.254	24.182	34.431	156.406	37.619	15.553	13.377	9.276	16.158	13.949	15.109	11.023	37.23	12.995	14.639	16.341	11.283	20.15	16.943	14.486	11.37	11.647	10.897	16.499	11.727	11.139	14.151	92.411	11.608	15.119	14.104	21.279	11.625	18.278	22.096	17.851	14.898	28.353	17.138	16.367	14.622	36.696	16.444	15.285	15.194	11.42	12.944	17.997	14.208	32.806	16.595	34.742	11.513	16.768	18.071	19.298	19.058	14.069	13.933	11.943	19.389	14.215	18.419	15.749	18.268	11.953	8.438	11.398	15.232	13.497	16.624	10.985	26.971	34.343	18.389	19.599	21.294	16.181	15.526	12.397	16.301	8.706	15.79	23.071	21.849	19.9	19.027	17.514	12.489	15.572	18.151	17.342
Streptococcus_parasanguinis	117.315	9.646	144.325	5.644	15.847	21.903	10.176	20.123	65.683	13.331	11.982	15.328	41.593	8.705	9.423	14.029	9.112	74.845	9.172	11.533	8.203	10.603	8.774	36.315	8.414	20.245	11.714	11.907	11.559	7.726	39.26	17.989	12.728	5.465	11.951	10.654	11.131	9.627	19.239	21.671	33.187	12.399	32.326	14.591	11.998	20.304	9.937	27.76	20.168	6.501	7.884	29.836	10.47	6.015	9.772	7.423	10.051	7.577	6.321	12.264	4.106	10.927	4.464	8.247	25.657	28.401	12.41	14.758	6.478	8.058	8.239	7.512	11.986	13.653	9.963	17.517	16.058	12.843	22.653	9.9	16.678	9.508	35.108	18.692	17.174	11.635	10.473	14.434	20.385	11.585	16.459	21.658	16.58	25.842	15.259	14.159	15.333	16.624	12.251	19.986	13.133	15.571	18.192	22.955	13.966	15.628	16.821	19.521	12.717	12.048	15.087	9.359	21.076	15.429	22.824	21.403	287.176	38.545	15.523	12.754	8.996	15.231	15.444	14.748	12.306	37.042	15.193	14.895	15.942	9.887	33.05	16.561	14.533	11.035	11.276	10.888	15.91	11.201	11.204	13.236	107.664	11.493	16.067	12.993	21.693	15.622	19.721	19.009	18.153	15.075	31.189	17.434	16.379	15.107	34.756	16.047	15.293	14.742	11.043	12.854	17.285	14.204	28.02	15.943	33.073	11.199	16.536	17.203	19.345	18.832	13.846	13.487	12.071	19.304	14.225	19.436	16.513	17.84	11.463	8.383	11.81	17.803	12.802	15.752	10.94	24.987	33.362	17.477	19.922	21.017	14.722	15.67	12.682	16.075	8.917	15.131	32.782	22.869	18.632	17.244	16.93	12.364	15.419	17.187	16.531
Streptococcus_pasteurianus	23.624	NA	18.088	2.659	4.234	6.703	4.337	5.082	16.953	6.283	5.831	7.11	6.877	4.965	3.306	4.977	3.975	30.231	5.129	4.383	3.494	3.522	3.802	15.345	3.864	6.299	4.511	5.906	6.283	3.155	178.791	16.731	5.973	2.181	5.868	4.521	6.889	5.004	9.56	16.409	11.972	4.944	107.879	7.906	4.16	8.781	3.724	11.101	9.913	3.805	7.853	24.948	4.486	3.01	4.486	4.731	21.152	10.789	3.649	5.755	12.505	8.7	4.07	3.154	9.567	13.771	5.376	5.333	2.797	8.508	4.3	7.313	13.291	6.484	5.151	7.357	11.799	7.036	9.947	5.123	6.022	4.249	21.175	7.29	7.084	5.191	6.297	5.258	10.214	5.14	7.172	10.313	8.389	13.998	6.954	6.415	6.809	7.101	5.609	11.043	5.795	7.063	11.263	7.758	5.956	6.29	7.084	8.043	5.84	5.074	8.264	5.011	7.42	8.132	9.213	6.667	56.732	14.073	9.596	5.584	4.376	9.939	5.547	6.739	4.447	18.363	5.485	7.219	8.075	3.984	8.372	9.889	6.819	6.007	5.245	5.277	10.775	5.536	7.666	5.492	27.126	4.862	6.058	6.573	7.714	5.23	7.815	10.437	7.443	7.069	14.048	13.037	7.447	7.386	34.882	8.549	6.598	7.585	4.791	5.746	8.844	6.071	16.929	6.482	22.005	4.781	6.281	8.424	8.246	8.029	5.678	6.847	4.313	10.436	5.467	12.237	7.552	10.617	4.849	3.343	4.826	7.076	4.437	8.099	4.601	15.722	45.219	8.705	10.103	8.453	6.227	7.265	6.131	6.288	4.301	8.578	51.285	9.545	9.345	7.452	9.126	6.025	9.107	7.507	9.562
Streptococcus_peroris	36.575	NA	36.821	2.287	5.825	6.591	3.432	6.112	23.378	5.048	5.074	7.265	9.727	3.236	3.332	4.685	3.023	39.875	4.455	5.939	3.531	3.395	2.952	15.425	2.959	6.347	3.957	3.901	4.987	3.479	17.746	15.275	4.473	2.06	4.633	3.937	3.644	3.485	6.446	8.647	9.765	4.7	12.147	4.967	3.905	8.062	4.097	8.832	8.114	3.373	4.906	30.782	4.193	2.632	4.094	2.857	7.895	2.414	2.253	4.475	12.108	3.722	2.741	2.863	8.184	8.884	4.729	4.746	2.308	3.89	2.593	3.372	5.72	5.234	3.299	6.464	5.855	3.903	8.107	4.993	5.142	5.311	10.8	6.18	6.143	4.952	6.389	5.103	12.208	5.313	5.324	7.052	6.037	15.305	5.353	5.649	6.182	6.15	4.387	7.281	5.099	5.654	10.562	7.339	5.073	5.22	6.084	7.201	4.516	4.197	5.445	4.577	7.5	5.813	9.432	11.447	90.728	15.864	6.143	6.053	3.587	10.161	6.166	5.322	4.445	17.259	4.944	5.6	5.485	3.775	12.154	9.773	6.942	4.933	4.07	4.586	7.339	4.352	4.047	4.577	35.805	4.143	6.137	5.703	9.321	6.799	6.932	6.861	6.83	5.314	12.376	7.39	6.162	7.259	43.612	7.608	5.828	5.846	4.08	5.341	8.548	5.569	15.026	6.311	15.655	3.666	5.724	7.34	7.619	6.037	5.18	5.118	4.115	7.583	7.348	8.568	5.915	6.074	3.815	NA	3.909	5.703	4.102	6.312	3.88	8.597	38.084	6.287	7.418	9.066	5.974	5.623	4.159	5.741	3.058	5.846	11.498	8.041	6.856	9.551	5.851	4.43	5.084	6.163	5.632
Streptococcus_pseudopneumoniae	19.514	NA	24.769	NA	4.768	4.791	NA	5.183	19.852	3.268	3.013	3.993	6.065	NA	NA	3.453	NA	22.422	2.302	2.323	NA	NA	NA	10.465	NA	5.35	NA	NA	3.003	NA	11.998	4.569	3.243	NA	NA	NA	NA	NA	4.661	5.218	7.912	NA	9.554	3.713	3.156	5.145	NA	6.72	6.699	NA	2.279	8.416	NA	NA	NA	NA	3.881	NA	NA	NA	NA	3.001	NA	NA	6.435	7.309	3.319	3.729	NA	2.479	NA	NA	2.959	NA	NA	4.614	4.042	3.356	5.649	NA	4.304	NA	8.666	4.541	4.301	3.267	NA	NA	4.531	3.169	NA	5.772	4.344	6.616	4.649	3.566	4.281	4.405	NA	5.253	NA	4.012	5.152	5.156	3.501	NA	4.39	4.993	3.387	3.289	3.914	NA	6.11	3.824	8.599	22.52	73.938	10.338	3.935	3.439	NA	3.9	3.869	3.753	3.368	9.335	3.852	3.679	3.979	NA	8.414	4.207	3.546	NA	NA	NA	4.156	NA	NA	NA	29.421	NA	5.088	4.309	8.192	4.392	5.013	6.537	4.578	NA	8.286	5.095	4.141	3.982	8.731	4.151	NA	NA	3.124	NA	4.352	NA	8.628	4.213	8.301	NA	NA	5.004	4.732	4.761	NA	NA	3.23	5.111	4.123	4.602	3.891	4.592	NA	NA	NA	4.583	3.573	3.952	NA	6.718	8.847	4.589	4.603	5.525	3.849	4.409	3.307	4.05	2.265	NA	8.289	5.441	4.773	7.46	4.578	NA	NA	4.445	4.655
Streptococcus_salivarius	340.065	13.615	199.828	7.986	20.201	27.295	14.624	31.107	186.95	19.059	15.957	22.176	48.244	11.883	13.039	20.383	13.385	364.022	12.703	13.972	11.513	14.955	12.314	155.086	12.355	26.107	16.172	16.954	15.953	10.683	60.922	25.113	20.67	7.212	16.556	14.818	15.014	13.601	27.18	29.443	42.689	16.689	65.195	24.092	18.531	29.224	14.449	41.846	26.842	8.961	18.27	NA	14.544	8.496	13.755	10.572	13.954	10.466	9.316	17.323	6.058	16.027	7.079	12.109	35.967	38.025	16.888	22.338	9.119	13.503	12.723	10.376	17.65	19.034	13.118	24.009	27.187	16.912	31.854	14.463	21.136	13.457	41.427	26.543	23.913	15.461	14.749	20.487	25.828	16.63	22.779	29.055	22.791	51.715	20.547	19.729	21.297	21.55	16.995	27.422	18.78	21.074	32.708	33.974	20.332	21.963	27.488	27.092	17.146	16.306	20.155	12.999	25.334	22.381	30.055	28.062	517.526	55.419	21.27	18.573	13.119	21.265	32.17	22.272	15.648	64.561	20.438	20.928	22.508	14.593	29.773	21.636	20.518	15.611	16.051	15.595	22.867	15.691	15.252	18.529	177.41	16.226	19.877	18.566	30.388	35.318	28.632	26.07	30.942	21.369	80.419	27.953	22.554	28.245	47.617	21.726	21.766	20.22	15.43	17.853	24.214	20.161	37.035	22.459	45.382	15.539	23.433	22.756	27.608	25.463	20.863	19.065	17.12	29.731	20.83	26.043	25.419	23.96	15.234	12.6	16.772	22.662	17.398	21.253	15.547	30.925	51.166	25.224	26.209	28.27	20.557	21.399	17.496	22.337	15.487	21.753	39.476	42.492	25.287	18.962	25.591	17.289	21.257	24.096	22.252
Streptococcus_sp._1004_SSPC	253.425	NA	137.83	NA	7.101	NA	3.108	13.516	124.519	4.478	3.046	5.818	24.168	NA	2.95	5.472	3.22	245.059	2.864	4.751	NA	3.133	2.571	93.906	2.727	4.99	NA	3.575	3.569	NA	18.833	5.577	NA	NA	NA	NA	2.983	NA	6.846	6.431	15.233	3.263	30.537	10.617	4.801	6.998	NA	14.481	5.626	NA	10.97	NA	NA	NA	NA	NA	3.599	2.319	2.289	3.305	NA	3.593	2.302	2.873	7.913	NA	NA	6.432	NA	6.191	3.444	NA	5.219	4.101	NA	4.937	9.61	3.417	7.328	3.07	5.339	NA	14.432	5.753	4.632	3.694	NA	NA	5.721	NA	NA	5.881	4.352	22.945	4.533	3.686	4.624	5.376	3.37	6.267	3.906	4.995	16.63	12.97	4.776	4.364	9.512	5.461	3.726	3.564	5.024	NA	8.143	5.8	9.308	10.978	471.332	13.298	4.275	4.15	2.709	4.139	15.017	6.139	3.921	22.633	5.656	4.79	4.512	3.431	12.541	4.373	4.691	3.27	NA	3.141	4.859	3.018	NA	NA	66.64	3.332	4.543	5.31	10.213	18.959	8.325	6.016	10.178	4.619	44.337	9.924	4.427	10.745	9.247	4.442	4.269	3.972	NA	NA	5.088	3.924	7.877	4.546	NA	NA	4.949	5.397	6.236	5.015	5.182	3.975	3.862	8.005	6.214	7.132	7.444	NA	3.181	NA	3.777	6.509	3.644	4.243	3.408	6.503	20.791	5.787	5.739	5.584	3.925	4.864	4.004	4.198	5.393	4.91	14.869	20.299	6.35	5.722	8.14	3.38	NA	4.927	4.229
Streptococcus_sp._1171_SSPC	NA	12.586	NA	7.336	NA	NA	13.129	20.566	55.598	16.752	15.646	19.002	27.457	11.437	11.598	17.083	11.774	NA	11.441	11.286	10.717	13.851	11.505	42.603	10.908	26.361	15.215	15.669	14.797	10.069	50.499	22.821	16.03	6.993	15.586	13.869	14.538	12.531	NA	26.817	34.381	15.716	36.894	18.139	NA	25.646	12.883	32.256	26.349	8.515	9.953	33.431	13.64	7.811	12.596	9.712	14.196	9.754	8.004	16.006	5.322	14.056	5.78	10.696	NA	36.857	16.162	18.787	8.156	10.229	10.465	9.728	15.35	17.697	12.97	NA	20.077	16.802	28.478	12.556	18.518	12.458	34.157	23.495	22.361	14.949	13.773	18.739	23.995	15.147	21.543	27.909	21.659	29.818	19.319	18.381	19.77	20.698	15.897	NA	17.022	NA	21.718	24.255	17.818	20.261	20.728	25.474	16.558	15.834	19.478	12.255	22.09	19.257	24.718	26.865	197.33	48.47	19.899	16.448	11.729	19.763	17.95	18.076	13.985	NA	19.186	18.502	20.498	12.816	25.866	21.196	18.216	14.154	14.629	14.272	20.784	14.431	14.308	17.241	124.236	14.905	19.233	16.415	25.947	15.31	24.865	24.69	22.371	19.442	38.718	21.807	21.35	19.053	44.904	20.449	19.641	18.996	14.701	16.514	22.348	18.533	36	20.516	42.734	14.566	21.357	21.94	24.478	24.609	17.488	17.36	15.65	24.78	17.005	22.328	NA	23.456	14.77	10.908	14.989	19.473	16.332	20.079	13.873	32.453	36.28	22.482	NA	26.028	19.076	19.461	16.188	20.91	11.169	19.5	42.347	25.605	22.86	20.538	21.015	15.994	20.139	22.256	21.609
Streptococcus_sp._263_SSPC	8.925	6.24	10.495	3.647	6.005	9.518	5.713	7.163	11.325	6.9	6.534	7.725	7.954	4.779	5.36	7.485	5.281	15.368	4.727	4.449	5.191	6.369	5.13	10.262	4.983	11.569	7.335	6.613	6.501	4.672	14.375	8.419	6.706	NA	7.521	6.604	6.133	5.666	9.511	11.104	12.285	8.06	8.555	7.406	6.792	11.04	6.56	11.697	10.191	3.663	3.87	8.393	6.442	3.986	6.431	4.636	4.889	4.042	3.858	7.507	2.579	4.951	2.599	4.921	13.169	14.78	7.389	7.061	4.362	4.056	4.786	4.516	5.258	7.55	5.004	10.196	8.18	6.796	12.256	6.198	8.145	6.007	10.565	9.596	9.656	6.995	5.307	8.384	9.871	7.779	10.412	10.502	9.9	10.883	8.065	7.621	9.324	8.738	6.925	9.972	7.862	8.893	8.455	9.394	7.916	9.624	7.893	11.18	7.425	7.733	7.515	5.434	9.268	8.144	10.062	9.063	32.44	17.877	8.774	7.235	6.098	8.887	7.437	7.835	7.099	16.307	8.699	7.903	8.658	6.55	7.495	8.716	7.711	6.318	6.908	6.679	9.228	6.292	6.608	8.11	41.853	7.303	8.112	6.347	9.039	5.058	10.334	11.343	11.165	8.305	11.421	7.468	9.549	8.201	15.33	9.734	9.541	8.993	7.438	8.74	9.775	8.575	14.61	10.331	16.7	6.882	10.498	9.082	11.152	10.656	8.413	7.9	7.586	10.745	8.936	8.658	8.596	9.905	6.928	6.204	6.864	7.899	7.681	8.71	7.71	13.083	11.491	10.294	10.512	11.719	8.673	8.206	6.865	9.222	4.677	8.776	9.195	10.145	9.517	8.924	8.321	7.04	9.419	10.186	9.308
Streptococcus_sp._2_1_36FAA	17.97	NA	23.611	NA	3.579	4.388	NA	4.849	19.56	3.074	NA	3.435	6.132	NA	NA	3.008	NA	25.382	2.438	2.145	NA	NA	NA	9.177	NA	4.49	NA	NA	NA	NA	10.576	4.089	NA	NA	NA	NA	NA	NA	4.11	4.616	6.23	NA	8.317	3.223	NA	4.488	NA	5.669	4.612	NA	1.886	9.465	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.616	NA	NA	5.687	6.054	NA	3.315	NA	NA	NA	NA	2.58	NA	NA	3.875	3.536	NA	4.938	NA	3.752	NA	6.665	4.156	3.897	NA	NA	NA	4.229	NA	NA	4.739	NA	5.5	3.745	NA	3.559	3.967	NA	4.465	NA	3.534	4.539	4.467	NA	NA	4.155	4.506	NA	NA	3.414	NA	4.243	3.345	4.971	5.257	84.967	9.601	NA	NA	NA	3.394	3.577	3.351	2.616	8.191	4.093	3.358	3.5	NA	5.547	NA	3.142	NA	NA	NA	3.794	NA	NA	NA	27.313	NA	3.582	2.99	6.026	3.668	4.304	4.489	4.052	NA	7.211	4.584	NA	3.56	8.302	NA	NA	NA	NA	NA	NA	NA	5.973	NA	7.245	NA	NA	3.698	4.346	NA	NA	NA	NA	4.404	3.143	4.195	3.582	NA	NA	NA	NA	3.554	3.068	NA	NA	5.082	7.022	3.884	4.311	4.772	NA	4.181	NA	3.588	2.127	NA	6.773	5.414	3.905	4.112	3.733	NA	NA	3.961	3.83
Streptococcus_sp._343_SSPC	64.466	7.639	71.304	4.485	11.21	15.924	8.105	14.338	42.972	10.478	9.733	11.862	22.182	7.108	7.21	10.91	7.233	56.624	7.06	7.719	6.478	8.428	7.061	30.425	6.645	16.33	9.271	9.543	9.124	6.089	31.77	14.143	9.955	4.281	9.424	8.383	8.865	7.62	14.629	16.609	23.649	9.616	24.788	11.277	9.674	15.758	7.804	21.185	16.974	5.189	6.36	27.12	8.245	4.724	7.67	5.879	9.421	5.933	4.907	9.734	3.229	8.707	3.63	6.518	20.018	22.495	9.873	11.565	4.999	6.498	6.558	5.909	10.208	10.851	8.005	13.808	12.415	10.372	17.443	7.705	11.985	7.53	23.714	14.576	13.884	9.978	8.366	11.349	15.268	9.27	13.08	17.314	13.119	20.471	12.051	11.103	12.357	13.377	9.665	15.242	10.367	11.892	13.846	16.551	10.953	12.329	13.68	15.587	10.527	10.039	13.245	7.423	15.364	11.924	16.189	19.808	166.099	29.976	12.264	10.087	7.144	12.04	11.636	11.214	9.156	28.243	13.641	11.498	12.47	7.779	21.028	13.024	11.22	8.643	8.922	8.796	12.791	8.779	8.674	10.417	81.935	9.1	12.866	10.685	18.457	11.196	16.602	15.435	14.156	11.858	28.117	14.258	13.093	12.298	27.4	12.595	11.915	11.544	9.038	10.042	13.61	11.205	22.895	12.603	26.012	8.857	13.187	13.881	15.118	14.948	10.753	10.558	9.879	15.366	10.734	14.904	12.446	14.337	9.006	6.65	9.295	12.775	10.027	12.376	8.598	20.72	24.276	13.845	14.862	16.069	11.567	12.133	10.15	12.653	6.918	11.996	35.689	17.003	14.475	15.165	13.25	9.715	12.205	13.83	13.565
Streptococcus_sp._449_SSPC	330.164	7.21	187.441	4.248	13.206	16.239	8.159	22.558	169.677	10.907	8.547	13.179	38.588	6.472	7.367	12.287	7.712	342.355	7.179	9.056	6.172	8.215	6.874	140.656	6.975	14.127	8.675	9.341	9.01	5.74	37.308	14.034	13.177	4.025	8.821	7.959	8.176	7.333	16.02	16.484	28.545	8.932	49.723	15.63	11.085	16.694	7.749	28.13	14.81	4.856	13.851	31.934	7.845	4.528	7.308	5.78	8.293	5.904	5.405	9.289	3.314	8.975	4.326	6.829	20.222	20.861	9.063	13.107	4.861	9.002	7.624	5.679	11.108	10.518	7.205	13.06	17.921	9.289	18.085	7.874	12.5	7.155	27.614	14.775	12.875	8.858	7.878	10.894	14.558	9.092	12.17	15.864	12.267	39.163	11.504	10.575	11.851	12.321	9.27	15.622	10.312	12.18	22.637	23.595	11.629	11.906	18.354	14.867	9.528	9.142	11.797	7.058	16.226	13.394	18.957	19.433	457.453	31.631	11.476	10.433	7.171	11.545	24.294	13.396	9.065	43.25	12.397	11.915	12.316	8.005	21.316	11.911	11.642	8.638	8.785	8.504	12.504	8.474	8.228	9.847	119.704	8.85	11.218	11.32	19.935	29.954	17.565	14.761	20.099	11.841	66.915	18.328	12.247	19.872	25.544	11.834	11.685	10.963	8.165	9.644	13.409	10.861	20.631	12.208	25.055	8.266	12.937	13.168	15.566	13.794	12.25	10.535	9.611	18.087	12.84	15.734	15.832	12.889	8.558	6.815	9.48	13.954	9.69	11.571	8.669	17.165	36.241	14.31	14.65	15.284	11.052	11.881	9.977	11.978	10.227	12.338	27.275	31.146	14.854	11.769	16.056	9.35	11.379	13.12	11.9
Streptococcus_sp._A12	74.221	10.721	81.235	6.245	14.769	21.143	11.114	18.783	53.25	14.434	13.384	16.302	27.715	9.573	9.983	14.816	9.915	68.557	9.59	10.06	8.958	11.636	9.512	38.464	9.257	21.908	12.873	12.927	12.446	8.378	43.581	19.627	13.584	5.667	13.174	11.71	12.069	10.575	19.986	22.646	30.584	13.555	33.146	15.365	13.352	21.736	11.02	28.074	22.69	7.12	8.541	33.565	11.309	6.654	10.77	8.151	10.826	8.074	6.79	13.522	4.638	12.028	4.982	9.08	27.362	30.756	13.532	15.918	6.991	8.529	9.012	8.188	13.345	14.861	10.638	19.036	16.809	13.903	24.116	10.901	16.085	10.542	30.476	20.071	19.174	13.218	11.141	15.973	20.581	12.813	18.142	23.483	18.181	26.905	16.016	15.304	16.892	17.668	13.398	20.842	14.388	15.976	19.229	21.857	15.151	17.155	18.298	21.587	14.232	13.406	17.386	10.039	19.864	16.184	21.936	24.528	202.031	41.959	16.973	13.916	9.938	16.705	15.302	15.681	12.337	39.043	17.762	15.908	17.23	10.821	25.577	17.402	15.485	11.939	12.507	12.216	17.85	12.211	12.028	14.7	110.877	12.644	17.057	14.087	23.777	14.131	21.921	20.657	19.699	16.544	35.496	19.083	18.083	16.591	39.322	17.259	16.864	15.684	12.234	14.013	18.819	15.9	30.095	17.676	35.643	12.292	18.636	18.742	21.026	20.607	15.069	14.712	13.452	20.952	14.811	19.767	17.18	19.368	12.025	9.434	12.695	17.041	13.216	16.924	12.059	27.27	32.553	19.283	20.384	22.446	16.136	16.79	13.828	17.675	9.407	16.615	43.667	22.673	19.597	18.822	17.743	13.558	16.938	19.156	18.572
